Instance, Time, ExploredNodes, RemainingNodes
i01, 0.011881249999999996, 116, 1421
i02, 0.006666666000000002, 96, 861
i03, 142.24262216699998, 1321026, 9885054
i04, 31.837844542000003, 241486, 2766189
i05, 0.889989, 6809, 65874
i06, 0.014896040999999999, 280, 2259
i07, 0.17176962499999998, 2939, 22495
i08, 0.0031609579999999915, 86, 433
i09, 0.006177791000000002, 76, 581
i10, 0.006538208999999989, 96, 861
