Instance, Time, ExploredNodes, RemainingNodes
i01, 0.0006096670000000082, 3, 
i02, 0.00048208299999999427, 3, 
i03, 5.159976791, 8, 
i04, 0.9639507500000001, 6, 
i05, 0.029863665999999997, 5, 
i06, 0.0012085409999999935, 4, 
i07, 0.012162624999999996, 5, 
i08, 0.00047054100000000487, 4, 
i09, 0.00047070800000000024, 3, 
i10, 0.00048133300000000045, 3, 
